<<<<<<< HEAD
gamesPerPlayer	avgPerceptualCats	avgLinguisticCats	avgSynonymy	successRate	percOverlap	lingOverlap
2900	115.98	54.57	1.5474379737252841	0.811	0.5755471981298725	0.6473615377314552
3000	117.77	54.33	1.508025068933822	0.819	0.575622805719035	0.652028241925877
3100	119.77	54.63	1.4712192709764693	0.835	0.5757648733592882	0.6469673344249403
3200	121.62	54.88	1.4376471313804813	0.828	0.5759269351632563	0.6514168427671282
3300	123.54	54.37	1.4181232890051176	0.85	0.5758051117708123	0.6553472463639427
3400	125.31	55.58	1.400742368828023	0.843	0.5752520202232353	0.6425945942654031
3500	127.23	54.68	1.3855187842102996	0.859	0.5749357292486627	0.6532797492322039
3600	128.87	54.76	1.3650735837725845	0.826	0.574974620097829	0.6598354391462958
3700	130.47	54.42	1.3238261232770123	0.855	0.5752916828828188	0.6603530364549456
3800	131.92	54.07	1.3051885767910516	0.832	0.575456275909918	0.6638004586699885
3900	133.46	53.64	1.292210313814339	0.851	0.5754798761832628	0.6684312050969787
4000	134.87	53.45	1.284048953383139	0.855	0.5756465704290971	0.6722252056267418
4100	136.7	54.9	1.287286307346794	0.836	0.5762283988223588	0.6710167211106572
4200	138.14	53.4	1.2750556674363265	0.88	0.5766723363444988	0.6798134775601745
4300	139.92	54.39	1.273513991904676	0.863	0.5763242022902889	0.6680559054490834
4400	141.67	54.5	1.2610918318212432	0.856	0.5763639551776432	0.6697297576798098
4500	142.8	53.18	1.2449814989165688	0.869	0.5763859840644778	0.6764923299805272
4600	144.17	52.71	1.240477597148576	0.873	0.5763296089414628	0.6828837974571171
4700	145.5	53.76	1.2411247782269663	0.845	0.5765976550989432	0.6780947867183134
4800	146.98	53.91	1.233178271017552	0.867	0.5766851283823571	0.678574579056961
4900	148.3	53.47	1.2222825506597	0.869	0.5767054875697213	0.679551364828912
5000	149.76	53.81	1.221452680531089	0.865	0.5769376053989124	0.6804450959698601
5100	151.28	54.27	1.2205849904686088	0.842	0.5770269471784822	0.6759826251894331
5200	152.7	54.55	1.2209107339924523	0.878	0.5774872381479158	0.67711226965179
5300	154.01	55.12	1.2171658766074798	0.869	0.5775538715277515	0.6764279148096412
5400	155.44	54.86	1.2172102763087709	0.851	0.5776531402165864	0.6767679068903131
5500	156.86	55.26	1.214021689240407	0.865	0.5778520434284405	0.6801994495216653
5600	158.06	54.99	1.2109084744614615	0.878	0.577789965226867	0.682256005904039
5700	159.31	54.83	1.2091889723286644	0.861	0.5777203790056051	0.689284342967512
5800	160.39	54.41	1.2028580875658148	0.879	0.5775988352229079	0.6858752068920836
5900	161.5	53.58	1.196595276608936	0.879	0.5776471640125449	0.6895138730287581
6000	162.72	53.28	1.192758766745371	0.873	0.5777254989960059	0.6969633124912493
6100	163.75	52.85	1.1884814702461275	0.894	0.5781283859801074	0.7000346533897088
6200	164.95	52.9	1.1898531558588836	0.876	0.5780626454179744	0.7082007934021229
6300	166.32	53.03	1.1863624089820122	0.866	0.5780862770422459	0.7034836229571044
6400	167.49	53.15	1.1834347843734072	0.873	0.5782569264886448	0.7017658755895944
6500	168.85	54.26	1.1856498655250107	0.865	0.578424688817258	0.6982326542546019
6600	170.11	55.01	1.1874744571018452	0.886	0.5783153826744113	0.6910105885360031
6700	171.15	55.22	1.1860605849737138	0.88	0.5784262250273441	0.6881898031044072
6800	172.16	54.51	1.1873222812908357	0.862	0.5785399126097625	0.6972842791484503
6900	173.02	53.81	1.1826941248524767	0.868	0.5786936913379913	0.7033586593196495
7000	174.17	54.51	1.1845182158257312	0.877	0.5790444353019839	0.7036379518550474
7100	175.33	55.17	1.1861856703835043	0.881	0.579420210581597	0.6996086261395256
7200	176.52	55.34	1.1871403109144028	0.886	0.5795648875036372	0.6981994522531284
7300	177.62	54.49	1.180070244449412	0.884	0.5795265440536783	0.7002693545212473
7400	178.56	54.76	1.1778754954496349	0.881	0.5796435693710534	0.7002810363264624
7500	179.54	54.11	1.1740806376034782	0.889	0.5795561779075562	0.7071493623091641
7600	180.72	53.62	1.1756820961049992	0.865	0.5794325481159717	0.701191009001634
7700	181.67	53.41	1.1708147732122434	0.9	0.5794590148917765	0.7133086884805111
7800	182.51	53.28	1.1672755133271897	0.891	0.5792102822500077	0.7134681549210375
7900	183.64	53.32	1.1685956700624225	0.881	0.5796356165587617	0.7142404335596664
8000	184.84	54.6	1.1730591826006274	0.894	0.5797132568448284	0.7005515924063985
8100	185.81	54.64	1.172801596054867	0.884	0.5795869933504909	0.7113070953125077
8200	186.75	53.97	1.1674212416921608	0.872	0.5795710108828402	0.7089869301224413
8300	187.81	53.96	1.162707682039028	0.887	0.5794768345184853	0.7044257216122384
8400	188.5	53.52	1.1604041462379602	0.884	0.5795872832118883	0.7127611474842771
8500	189.34	53.96	1.1620844303583326	0.87	0.5793052772918889	0.7126764398178184
8600	190.38	53.73	1.1619931715507286	0.898	0.5793156336606304	0.7148220997767056
8700	191.53	54.23	1.16323756251968	0.89	0.5794103955218183	0.7111420065289854
8800	192.48	54.41	1.1624010779520089	0.881	0.5797899250938946	0.7099268276535513
8900	193.35	52.72	1.154782590491614	0.911	0.5795036681812281	0.7222131881917913
9000	194.43	53.58	1.1565145920253046	0.898	0.5793891924021182	0.7176454225546812
9100	195.53	54.52	1.160932806085521	0.889	0.5792097786450304	0.7195930771461126
9200	196.83	55.8	1.1642819591665197	0.886	0.5792275642074661	0.7041126673286487
9300	197.84	56.59	1.1635440747695587	0.891	0.5793099975297985	0.6956069145058861
9400	198.76	55.19	1.15896816153609	0.894	0.5792775167035429	0.7092656330976944
9500	199.71	54.54	1.1557828934715777	0.889	0.579356383126063	0.7158835623351881
9600	200.63	54.34	1.1569587455490298	0.888	0.5795345891554223	0.719059390606367
9700	201.61	53.91	1.155146180592893	0.907	0.5797485408877282	0.7235806994739362
9800	202.51	56.1	1.1602666968422606	0.885	0.5798367645360749	0.7091687189004472
9900	203.43	54.1	1.1541572067451413	0.881	0.580077522951358	0.7218268232295477
10000	204.19	53.21	1.1475232591521332	0.912	0.580094878163822	0.7172494157626581
10100	204.87	53.2	1.1487578784964523	0.907	0.5802106027266232	0.7241301892344484
10200	205.84	53.28	1.1481004120623945	0.888	0.5800837914891624	0.7237930617350775
10300	206.67	53.67	1.1489065938217924	0.877	0.5799242210699376	0.7261968926895619
10400	207.61	54.27	1.150366443405245	0.902	0.5798667362481902	0.7238664693430245
10500	208.62	54.99	1.1508446097917604	0.893	0.5800408278798568	0.7186727767130408
10600	209.49	54.96	1.1489507218339388	0.901	0.5800550422988952	0.7164821262042971
10700	210.38	54.3	1.1487238764990724	0.9	0.5799152646433352	0.7235053530874584
10800	211.17	54.25	1.1482448843584168	0.897	0.5798290833626868	0.7250152256483843
10900	212.0	54.3	1.148124371755734	0.896	0.5802397178527552	0.7237420914091021
11000	212.78	54.88	1.1490998577108984	0.876	0.5799541856107187	0.7251277178834038
11100	213.65	55.32	1.1495844998875462	0.895	0.5800183078535406	0.7235094342164753
11200	214.51	55.43	1.147862786717321	0.88	0.5799803516390355	0.7164168883867019
11300	215.2	54.41	1.1437148201789582	0.896	0.5800635729343279	0.721075433620474
11400	216.03	55.21	1.1469946414833172	0.899	0.5800483706765837	0.7239038634179555
11500	216.84	55.11	1.1446516095246044	0.899	0.5801620924940718	0.7233512921814023
11600	217.44	54.65	1.143562745289599	0.906	0.5800653709449992	0.7272958704766601
11700	218.1	53.22	1.1382911659962596	0.916	0.5799877400320754	0.7344137609433881
11800	218.95	53.3	1.138352695255241	0.882	0.5801022502340475	0.7390096278554519
11900	219.76	54.01	1.1388009352685038	0.892	0.5806019501621101	0.7279813350254557
12000	220.51	53.38	1.1378235288578824	0.904	0.5804884050037373	0.7300012792133955
12100	221.32	52.96	1.1349668045105554	0.891	0.5806884357892005	0.7320993018873063
12200	222.15	52.89	1.134888536590634	0.91	0.5807064960559923	0.7302660982749335
12300	222.78	53.25	1.1349121896257894	0.898	0.5808044746317566	0.7369903183589052
12400	223.39	52.99	1.134383880894092	0.895	0.5807768224374481	0.7378532443258902
12500	224.09	52.64	1.130670318104098	0.91	0.5810235914520405	0.7378307034101595
12600	224.82	52.04	1.1305203882371488	0.901	0.5809767862509787	0.7459304186030336
12700	225.71	52.94	1.1330144576193957	0.892	0.5810148749547936	0.7476366303768259
12800	226.57	53.71	1.1329217581708775	0.908	0.5812605505378285	0.736060469013258
12900	227.23	54.11	1.1335059370506766	0.904	0.5812819155946456	0.7367044064365681
13000	228.0	54.3	1.1348987104736734	0.902	0.5813533313752147	0.7249755590841687
13100	229.08	55.96	1.141233931655201	0.909	0.5816244417228053	0.723603502201968
13200	229.98	55.55	1.1404743386014318	0.908	0.5814293855544801	0.7267675707885299
13300	230.6	54.46	1.1353355848364721	0.906	0.5813255226874526	0.7270294013640374
13400	231.27	54.2	1.133515282136009	0.919	0.5815467665849202	0.7286149726650634
13500	232.07	55.19	1.137432220038441	0.891	0.5818095586236856	0.7298285359157821
13600	232.89	55.66	1.1369179789074437	0.906	0.5818746508053236	0.7302039233254528
13700	233.62	55.16	1.134885113288252	0.901	0.5818838606655771	0.7327101446397509
13800	234.29	55.13	1.1364236164937243	0.904	0.5818444562742173	0.7316873117036186
13900	235.01	55.66	1.1359874158550871	0.902	0.5817879285117697	0.7264651814829292
14000	235.84	55.68	1.135447777094929	0.921	0.5816252386490753	0.7229937053551623
14100	236.65	55.01	1.1324312110276338	0.909	0.5814912465080073	0.7236071094608115
14200	237.23	53.8	1.1291726013180894	0.915	0.5815242258710357	0.7341883074359066
14300	237.95	54.56	1.1320190082380568	0.907	0.5815106927897197	0.7327335253766017
14400	238.79	54.92	1.1337754850735529	0.904	0.5814748110432787	0.7341872946235538
14500	239.41	54.71	1.1321402046604225	0.896	0.5812943533857252	0.7342185998942485
14600	240.1	54.73	1.132264666456514	0.907	0.5813692769288967	0.7398963655144645
14700	240.88	54.21	1.1307012822780163	0.916	0.58136056612469	0.7460566513213294
14800	241.72	55.64	1.1336139990469847	0.888	0.581337610378464	0.7316707506285303
14900	242.46	55.39	1.1313141708158567	0.891	0.581377226337264	0.7294138894662742
15000	243.21	54.95	1.1298217526117087	0.899	0.5814837141809859	0.7360864792224701
15100	243.8	53.97	1.1260708756483893	0.893	0.5814790866112827	0.7404800108747349
15200	244.56	53.62	1.1245493365657524	0.906	0.5814334663302245	0.7389455373212095
15300	245.27	54.77	1.127843228382479	0.897	0.5815042281829694	0.7356963891904199
15400	245.92	54.68	1.128111273630677	0.905	0.5815675028090515	0.736875910780925
15500	246.64	55.08	1.1295222192329346	0.892	0.5815250165633209	0.7323072570898884
15600	247.28	54.93	1.1273551575119374	0.903	0.5814004829267696	0.7377901538805235
15700	248.04	55.4	1.1271627275034017	0.901	0.5814406037753256	0.7364829479709744
15800	248.62	54.99	1.1261082875051838	0.912	0.5813103115303682	0.732564689205403
15900	249.16	54.44	1.1237460118482638	0.896	0.5812721851252949	0.740425049861987
16000	249.77	53.99	1.1218948469502634	0.909	0.5814255959941758	0.7367002576473094
16100	250.43	54.46	1.122151388295584	0.911	0.5814066262700395	0.7382540750692205
16200	251.16	54.23	1.1209840708174688	0.895	0.5813349547484651	0.7351750992839572
16300	251.82	54.21	1.1214594704985057	0.915	0.5813125704056807	0.7404635402663736
16400	252.49	54.58	1.1224077164634985	0.907	0.5813320316221678	0.7434481722616867
16500	253.11	53.79	1.1199404791334977	0.922	0.5813797397602201	0.7447523838094116
16600	253.85	55.19	1.1226191486322026	0.902	0.5813799351171517	0.7390439358790273
16700	254.54	55.79	1.123278236845819	0.887	0.5815415884453764	0.734592645760324
16800	255.18	55.43	1.1235529305725023	0.92	0.5815551641738398	0.7429618105197808
16900	255.84	55.32	1.1228170105163646	0.902	0.5816400692943866	0.7386038132132262
17000	256.57	54.89	1.121552242562099	0.917	0.5815192706677106	0.7454297574172577
17100	257.13	56.23	1.1239556508996542	0.905	0.5816169856113584	0.7380863810520591
17200	257.6	54.86	1.1185456174123884	0.908	0.5817470511347562	0.7422209612772797
17300	258.3	54.82	1.1193602962913964	0.91	0.5817479116966732	0.7406817817524303
17400	258.99	55.39	1.1206600860168263	0.923	0.5819273949197248	0.7436009358103719
17500	259.57	54.79	1.117874613135267	0.903	0.5819245420395884	0.7459460451731288
